$ICAO,$Registration,$Operator,$Type,$ICAO Type,#CMPG,$Tag 1,$#Tag 2,$#Tag 3,Category,$#Link$
$C03D1A,C-FXDP,SkyCare Air Ambulance,IAI 1124 Westwind,WW24,Civ,Air Ambo,Medical Evac,Saving Lives,Flying Doctors,https://www.skycare.ca/$
$C04082,C-FYLD,Latitude Air Ambulance,IAI 1125 Astra SP,ASTR,Civ,Air Ambo,Medical Evac,Saving Lives,Flying Doctors,https://latitude2009.com$
$C045A5,C-GAJS,Latitude Air Ambulance,Learjet 35A,LJ35,Civ,Air Ambo,Medical Evac,Saving Lives,Flying Doctors,https://latitude2009.com/$
$C04937,C-GBSW,Latitude Air Ambulance,IAI 1125 Astra SPX,ASTR,Civ,Air Ambo,Medical Evac,Saving Lives,Flying Doctors,https://latitude2009.com/$
$C04B8E,C-GCPX,SkyCare Air Ambulance,Swearingen Merlin,SW2,Civ,Air Ambo,Medical Evac,Saving Lives,Flying Doctors,https://www.skycare.ca/$
$C0539D,C-GFRG,STARS - Shock Trauma Air Rescue Service,Airbus MBB-BK117 D-2,EC45,Civ,Air Ambo,Medical Evacuation,Saving Lives,Flying Doctors,https://w.wiki/Ax42$
$C059DF,C-GIAW,SkyCare Air Ambulance,IAI 1124 Westwind,WW24,Civ,Air Ambo,Medical Evac,Saving Lives,Flying Doctors,https://www.skycare.ca/$
$C06047,C-GKLY,STARS - Shock Trauma Air Rescue Service,Airbus MBB-BK117 D-2,EC45,Civ,Air Ambo,Medical Evacuation,Saving Lives,Flying Doctors,https://w.wiki/Ax42$
$C062E5,C-GLLS,STARS - Shock Trauma Air Rescue Service,Airbus MBB-BK117 D-2,EC45,Civ,Air Ambo,Medical Evacuation,Saving Lives,Flying Doctors,https://w.wiki/Ax42$
$C06312,C-GLNL,Latitude Air Ambulance,Learjet 35A,LJ35,Civ,Air Ambo,Medical Evac,Saving Lives,Flying Doctors,https://latitude2009.com/$
$C066B2,C-GMXD,Airmedic Inc,Pilatus PC-12,PC12,Civ,Air Ambo,Medical Evac,Saving Lives,Flying Doctors,https://www.airmedic.net/$
$C07142,C-GQXD,SkyCare Air Ambulance,Piper PA-31 Navajo C,PA31,Civ,Air Ambo,Medical Evac,Saving Lives,Flying Doctors,https://www.skycare.ca/$
$C07286,C-GRJP,Latitude Air Ambulance,IAI 1125 Astra SP,ASTR,Civ,Air Ambo,Medical Evac,Saving Lives,Flying Doctors,https://latitude2009.com/$
$C077B1,C-GTIM,SkyCare Air Ambulance,Swearingen Metro 2,SW4,Civ,Air Ambo,Medical Evac,Saving Lives,Flying Doctors,https://www.skycare.ca/$
$C0807D,C-GWRC,STARS - Shock Trauma Air Rescue Service,Airbus MBB-BK117 D-3,EC45,Civ,Air Ambo,Medical Evacuation,Saving Lives,Flying Doctors,https://w.wiki/Ax42$
