$ICAO,$Registration,$Operator,$Type,$ICAO Type,#CMPG,$Tag 1,$#Tag 2,$#Tag 3,Category,$#Link,#ImageLink,#ImageLink2,#ImageLink3,#ImageLink4
840120,JA008G,Japan Civil Aviation Bureau,Cessna Citation CJ4,C25C,Civ,Flight Inspection,Fight Calibration,Trundle Wheel,Dogs with Jobs,https://tinyurl.com/ythr9kku,https://cdn.jetphotos.com/full/5/16754_1606804255.jpg,https://cdn.jetphotos.com/full/6/98707_1606726089.jpg,https://cdn.jetphotos.com/full/5/83902_1582888255.jpg,
840142,JA009G,Japan Civil Aviation Bureau,Cessna Citation CJ4,C25C,Civ,Flight Inspection,Fight Calibration,Trundle Wheel,Dogs with Jobs,https://tinyurl.com/ythr9kku,https://cdn.jetphotos.com/full/5/43754_1512106127.jpg,https://cdn.jetphotos.com/full/5/27166_1498868121.jpg,https://cdn.jetphotos.com/full/6/37533_1489068230.jpg,
8403A4,JA010G,Japan Civil Aviation Bureau,Cessna Citation CJ4,C25C,Civ,Flight Inspection,Fight Calibration,Trundle Wheel,Dogs with Jobs,https://tinyurl.com/ythr9kku,https://cdn.jetphotos.com/full/5/48306_1648193885.jpg,https://cdn.jetphotos.com/full/5/14814_1634359082.jpg,https://cdn.jetphotos.com/full/6/95955_1551010546.jpg,
8403E8,JA012G,Japan Civil Aviation Bureau,Cessna Citation CJ4,C25C,Civ,Flight Inspection,Fight Calibration,Trundle Wheel,Dogs with Jobs,https://tinyurl.com/ythr9kku,https://cdn.jetphotos.com/full/5/85711_1638278261.jpg,https://cdn.jetphotos.com/full/6/76250_1582860744.jpg,https://cdn.jetphotos.com/full/6/86615_1582155858.jpg,
87CD03,02-3031,Japan Air Self-Defense Force,Cessna Citation Latitude,C68A,Civ,Flight Inspection,Light Utility,Ready Anytime,Other Air Forces,https://w.wiki/4wRh,https://cdn.jetphotos.com/full/5/47492_1647092907.jpg,https://cdn.jetphotos.com/full/6/94366_1644388309.jpg,,
898080,P2-LAD,Lynden Air Cargo,L-100-30 Hercules,C130,Civ,Cargo,Brrrrrrrrrrrrrrr,Remote Locations,Distinctive,https://w.wiki/Cub9,https://cdn.jetphotos.com/full/3/71251_1378028878.jpg,https://cdn.jetphotos.com/full/4/62252_1376890915.jpg,https://cdn.jetphotos.com/full/4/91115_1350488312.jpg,
A001E0,N1VC,Commemorative Air Force,Mikoyan-Gurevich MiG-17,MG17,Civ,Mig,Historic,Vashe Zdorovye,Historic,https://commemorativeairforce.org/,,,,
A00E0E,N102VS,Calspan Corporation,Learjet 25B,LJ25,Civ,Adversary Simulator,Specialist,Shapeshifter,Hired Gun,https://www.calspan.com,https://cdn.jetphotos.com/full/5/60887_1397390461.jpg,https://cdn.jetphotos.com/full/2/64709_1140608327.jpg,,
A010E5,N103LT,Commemorative Air Force,North American SNJ-4 Texan,T6,Civ,Training Wheels,Advanced Trainer,I Am Old,Historic,https://w.wiki/4nze,https://cdn.jetphotos.com/full/5/11304_1674070309.jpg,https://cdn.jetphotos.com/full/6/70171_1533817202.jpg,https://cdn.jetphotos.com/full/5/73315_1477433374.jpg,https://cdn.jetphotos.com/full/6/18424_1476472943.jpg
A0215F,N1072M,Big Flats LLC,Douglas DC-3 Turbine Dakota,DC3T,Civ,Turboprop,Rejuvenated,Indestructible,Historic,https://w.wiki/Cxhr,,,,
A0223D,N1078Z,Commemorative Air Force,Grumman F6F-5 Hellcat,HCAT,Civ,War Bird,Tough As Old Boots,Fly Navy,Historic,https://w.wiki/CiD6,https://cdn.jetphotos.com/full/6/492928_1717703178.jpg,https://cdn.jetphotos.com/full/5/76836_1577628592.jpg,https://cdn.jetphotos.com/full/6/10755_1416798618.jpg,https://cdn.jetphotos.com/full/6/56964_1402433751.jpg
A03ECF,N115AJ,Jared Isaacman,Dassault-Breguet Alpha Jet,AJET,Civ,Billionaire,Spaceflight Participant,Zoomies,Distinctive,https://tinyurl.com/2ydfv6pk,,,,
A04088,N115U,Basler Turbo Conversions,Douglas DC-3 BT-67,DC3T,Civ,Turboprop,Rejuvenated,Indestructible,Historic,https://w.wiki/Cxho,https://cdn.jetphotos.com/full/6/83076_1629898523.jpg,https://cdn.jetphotos.com/full/5/50168_1629858034.jpg,https://cdn.jetphotos.com/full/5/94071_1627925681.jpg,
A046CB,N117GA,Berlin Airlift Historical Foundation,Boeing C-97G Stratofreighter,C97,Civ,Old Stuff,Angel of Deliverance,The Last Of Us,Distinctive,https://tinyurl.com/dn9wn3x4,https://cdn.jetphotos.com/full/5/50304_1560937801.jpg,https://cdn.jetphotos.com/full/6/74286_1497648190.jpg,https://cdn.jetphotos.com/full/6/44440_1496883968.jpg,
A04DFB,N119DP,Warbird Adventures LLC,North American T-6 Texan,T6,Civ,Training Wheels,Advanced Trainer,I Am Old,Historic,https://www.t6harvard.com/belgium-harvards/g-tdjn/,https://cdn.plnspttrs.net/38069/n119dp-private-north-american-t-6-texan_PlanespottersNet_1400874_2774c42c1d_o.jpg,https://cdn.jetphotos.com/full/5/54023_1648613283.jpg,,
A051A1,N12CX,Private,Republic RC-3 Seabee,RC3,Civ,Amphibian,Shiny,Joe Cool,Historic,https://w.wiki/4o3Z,https://cdn.jetphotos.com/full/5/95755_1461205242.jpg,https://cdn.jetphotos.com/full/5/927841_1729061238.jpg,,
A0536B,N12XE,Private,Republic RC-3 Seabee,RC3,Civ,Amphibian,Shiny,Joe Cool,Historic,https://w.wiki/4o3Z,https://cdn.jetphotos.com/full/6/1203573_1683717929.jpg,,,
A05534,N120RL,ISR Platforms,Beech 200 Super King Air,BE20,Civ,ISR,SAR,Training,Hired Gun,https://w.wiki/BCFo,https://cdn.jetphotos.com/full/5/1064462_1695909191.jpg,https://cdn.jetphotos.com/full/3/62416_1329687891.jpg,https://cdn.jetphotos.com/full/2/32472_1285681327.jpg,https://cdn.jetphotos.com/full/2/17905_1284251674.jpg
A05562,N120TG,Intl Air Response,L-100 Hercules,C130,Civ,Drone Catcher,Gremlin,Testbed,Distinctive,https://tinyurl.com/4uv4t3tp,https://cdn.jetphotos.com/full/5/68801_1627884754.jpg,https://cdn.jetphotos.com/full/5/70144_1583980790.jpg,https://cdn.jetphotos.com/full/6/88897_1563184346.jpg,
A0587F,N121MC,Private,Stinson Sentinel L-5,L5,Civ,Liason,History,Speak Up Sonny,Historic,https://w.wiki/CzGU,https://cdn.jetphotos.com/full/6/43383_1633556085.jpg,https://cdn.jetphotos.com/full/6/66071_1628012227.jpg,https://cdn.jetphotos.com/full/6/66850_1605290303.jpg,
A05DCB,N1222N,Private,Boeing Stearman B75 Kaydet,ST75,Civ,Radial Engine,Biplane,Wing Walk,Historic,https://w.wiki/BJBE,https://cdn.jetphotos.com/full/5/63756_1621784035.jpg,https://cdn.jetphotos.com/full/5/33004_1467535980.jpg,https://cdn.jetphotos.com/full/3/77520_1392417858.jpg,
A05E57,N1226N,Commemorative Air Force,Curtiss P-40N Kittyhawk,P40,Civ,Fighter,WW2,Warhawk,Historic,https://w.wiki/7o3u,https://cdn.jetphotos.com/full/5/41230_1675046361.jpg,https://cdn.jetphotos.com/full/5/26404_1650937664.jpg,https://cdn.jetphotos.com/full/6/92523_1624898133.jpg,https://live.staticflickr.com/1768/42860160572_b12c0fbe2d_b.jpg
A062E6,N124DN,Aviation Specialty Services,Cessna 337 Super Skymaster,C337,Civ,I Am Old,Beach Life,Former USAF,Historic,https://w.wiki/B64a,https://cdn.jetphotos.com/full/5/899978_1714147988.jpg,,,
A0803D,N131PR,Private,Douglas C-47A BT-67,DC3T,Civ,Turboprop,Rejuvenated,Indestructible,Historic,https://w.wiki/Cxho,https://cdn.jetphotos.com/full/5/11536_1636116060.jpg,https://cdn.jetphotos.com/full/5/56831_1635731205.jpg,https://cdn.jetphotos.com/full/5/86721_1635386372.jpg,
A08673,N133BD,Dominick Holdings Wisconson,de Havilland DHC-2 Beaver,DHC2,Civ,Radial Engine,Highwing,I Am Old,Historic,https://w.wiki/DLW5,,,,
A086B5,N133DV,Ace Maker Aviation,Canadair CT-133 Silver Star,T33,Civ,Training Wheels,Canuck,Zoomies,Historic,https://w.wiki/E4Lr,https://cdn.jetphotos.com/full/6/600365_1731393813.jpg,https://cdn.jetphotos.com/full/5/899906_1712155839.jpg,https://cdn.jetphotos.com/full/5/16260_1554273108.jpg,https://cdn.jetphotos.com/full/6/19123_1570401063.jpg
A08741,N133KK,Whirlpool Services,Canadair CT-133 Silver Star,T33,Civ,Training Wheels,Canuck,Zoomies,Historic,https://w.wiki/E4Lr,https://cdn.jetphotos.com/full/6/605327_1695725088.jpg,https://cdn.jetphotos.com/full/6/1005767_1698747468.jpg,https://cdn.jetphotos.com/full/6/1698762_1694577507.jpg,https://cdn.jetphotos.com/full/5/2522567_1732218172.jpg
A08BBA,N134TD,Private,Beechcraft T-34B,T34P,Civ,I Am Old,Retired Life,Former Navy,Historic,https://w.wiki/B6WK,https://cdn.jetphotos.com/full/6/80443_1501719145.jpg,https://cdn.jetphotos.com/full/6/64392_1466971450.jpg,https://cdn.jetphotos.com/full/6/60228_1655689800.jpg,https://cdn.jetphotos.com/full/5/89175_1655689895.jpg
A0B961,N146EC,BULLDOG146LLC,Scottish Aviation Series 100 Model 101 Bulldog,BDOG,Civ,Training Wheels,Retired Life,Swedish Export,Historic,https://w.wiki/Ecm2,https://cdn.jetphotos.com/full/6/27792_1659150378.jpg,https://cdn.jetphotos.com/full/6/2035204_1686322362.jpg,,
A0C7D4,N14999,Private,Lockheed Electra Junior L12A,L12,Civ,All Metal,Radial Engine,I Am Old,Historic,https://w.wiki/4o4F,,,,
A0C96F,N15SJ,American Airpower Heritage Flying Museum,Douglas C-47B Dakota,DC3,Civ,War Bird,Shiny,D-Day,Historic,https://w.wiki/7o4E,https://cdn.jetphotos.com/full/6/96430_1653877785.jpg,https://cdn.jetphotos.com/full/6/88651_1596316610.jpg,https://cdn.jetphotos.com/full/5/25068_1582076979.jpg,
A0CA7A,N150D,Basler Turbo Conversions,Douglas C-47DL,DC3,Civ,Turboprop,Rejuvenated,Indestructible,Historic,https://w.wiki/7o4E,https://cdn.jetphotos.com/full/6/45558_1633878667.jpg,https://cdn.jetphotos.com/full/6/56169_1621012987.jpg,https://cdn.jetphotos.com/full/5/40869_1609234815.jpg,
A0CA9D,N150EK,Private,WACO YMF-5C,WACF,Civ,Biplane,Barn Stormer,Do A Barrel Roll,Historic,https://www.wacoaircraft.com/ymf-5,https://live.staticflickr.com/65535/51307843754_40574c9c09_k.jpg,https://live.staticflickr.com/65535/51305173937_e66fbcda9a_k.jpg,https://live.staticflickr.com/65535/51308132470_b9eb580e6b_k.jpg,
A0CE0D,N151BP,Planes of Fame Air Museum,North American P-51D Mustang,P51,Civ,War Bird,Shiny,Bunny,Historic,https://w.wiki/3nth,https://live.staticflickr.com/8750/16606915920_a5f8185116_h.jpg,https://live.staticflickr.com/8567/16174356063_d57aa1a747_h.jpg,https://live.staticflickr.com/1961/44723167035_1c37b05de4_h.jpg,
A0CEA5,N151HR,Dakota Territory Air Museum,North American P-51D Mustang,P51,Civ,War Bird,Shiny,Dakota Kid II,Historic,https://w.wiki/3nth,https://cdn.jetphotos.com/full/5/68178_1479939100.jpg,https://cdn.jetphotos.com/full/3/13586_1382879183.jpg,https://cdn.jetphotos.com/full/4/54641_1315071340.jpg,
A0CEFA,N151MA,ISR Platforms,Diamond Aircraft DA-42,DA42,Civ,ISR,SAR,Training,Hired Gun,https://w.wiki/BCFo,,,,
A0CF95,N151TF,Triple Tree Aerodrome Inc,North American P-51D Mustang,P51,Civ,War Bird,Shiny,Tempus Fugit,Historic,https://w.wiki/3nth,https://cdn.jetphotos.com/full/2/51912_1177032271.jpg,https://cdn.jetphotos.com/full/2/36354_1177030874.jpg,https://cdn.jetphotos.com/full/1/42552_1164998411.jpg,
A0E7E3,N15797,Commemorative Air Force,Canadian Car & Foundry Harvard IV,T6,Civ,Training Wheels,Advanced Trainer,I Am Old,Historic,https://w.wiki/4nze,https://cdn.jetphotos.com/full/6/45264_1674266014.jpg,https://cdn.jetphotos.com/full/5/31407_1659723789.jpg,https://cdn.jetphotos.com/full/5/97513_1612145947.jpg,https://cdn.jetphotos.com/full/5/63167_1659721400.jpg
A0E7E5,N15799,Commemorative Air Force,Canadian Car & Foundry Harvard IV,T6,Civ,Training Wheels,Advanced Trainer,I Am Old,Historic,https://w.wiki/4nze,https://cdn.jetphotos.com/full/5/31594_1479588360.jpg,https://cdn.jetphotos.com/full/6/33987_1472958074.jpg,https://www.airport-data.com/images/aircraft/000/427/427367.jpg,https://media.abpic.co.uk/pictures/full_size_0147/1222189-large.jpg
A0F0E5,N16S,Private,Beech Staggerwing D17S,BE17,Civ,Biplane,Staggerwing,History,Historic,https://en.wikipedia.org/wiki/Beechcraft_Model_17_Staggerwing,https://cdn.jetphotos.com/full/5/67477_1642029965.jpg,https://cdn.jetphotos.com/full/6/50515_1622274782.jpg,https://cdn.jetphotos.com/full/5/56646_1618992887.jpg,
A0F57D,N161AZ,Dillon Aero,Canadair CT-133 MK3 Silver Star,T33,Civ,Training Wheels,Canuck,Zoomies,Historic,https://w.wiki/E4Lr,https://cdn.jetphotos.com/full/6/479640_1725563206.jpg,https://cdn.jetphotos.com/full/5/71414_1652729161.jpg,https://cdn.jetphotos.com/full/6/12946_1673626620.jpg,https://cdn.jetphotos.com/full/6/22392_1659978338.jpg
A0F6BA,N161PR,N161PR LLC,Douglas C-47B BT-67,DC3T,Civ,Turboprop,Rejuvenated,Indestructible,Historic,https://w.wiki/Cxho,https://cdn.jetphotos.com/full/6/1042060_1696568496.jpg,https://cdn.jetphotos.com/full/5/19422_1643849452.jpg,https://cdn.jetphotos.com/full/6/539667_1694315655.jpg,
A0F8BE,N1617M,Private,Boeing Stearman E75 PT-13D Kaydet,ST75,Civ,Radial Engine,Biplane,Wing Walk,Historic,https://w.wiki/BJBE,https://www.aerialvisuals.ca/Airframe/Gallery/0/94/0000094856.jpg,,,
A1052C,N165KK,Trojan Aviation,Canadair CT-133 Silver Star,T33,Civ,Training Wheels,Canuck,Zoomies,Historic,https://w.wiki/E4Lr,https://cdn.jetphotos.com/full/5/1520004_1718627746.jpg,,,
A11A73,N170PA,Phoenix Air,Gulfstream 1,G159,Civ,Historic,Government Contractor,Dirty Business,Hired Gun,https://phoenixair.com/,https://cdn.jetphotos.com/full/6/49657_1545286433.jpg,https://cdn.jetphotos.com/full/2/10173_1165659934.jpg,,
A11E2A,N171PA,Phoenix Air,Gulfstream 1,G159,Civ,Historic,Government Contractor,Dirty Business,Hired Gun,https://phoenixair.com/,https://cdn.jetphotos.com/full/5/23233_1611517304.jpg,https://cdn.jetphotos.com/full/5/80644_1602489511.jpg,https://cdn.jetphotos.com/full/5/83251_1597000918.jpg,
A11FB3,N1713P,Red Star Aero Services LLC,WSK Lim-5,MG17,Civ,Mig,1713,Made in Poland,Historic,https://en.wikipedia.org/wiki/Mikoyan-Gurevich_MiG-17,,,,
A123D1,N1726M,Private,WSK Lim-5,MG17,Civ,Mig,1726,Made in Poland,Historic,https://en.wikipedia.org/wiki/Mikoyan-Gurevich_MiG-17,,,,
A12AB7,N1742R,Private,North American T-28D Trojan,T28,Civ,Basic Trainer,Radial Engine,Historic,Historic,https://w.wiki/CmFH,https://cdn.jetphotos.com/full/5/75390_1626022730.jpg,https://cdn.jetphotos.com/full/5/81001_1620068648.jpg,https://cdn.jetphotos.com/full/6/82308_1481860492.jpg,
A1320E,N17613,Private,Spartan Aircraft Executive 7W,SP7,Civ,Historic,Howard Hughes,Shiny,Historic,https://w.wiki/4zCg,https://live.staticflickr.com/4803/45917625451_b41b8f04b2_k.jpg,https://live.staticflickr.com/65535/51594495098_70dd9c03a2_k.jpg,https://live.staticflickr.com/4900/45917619811_6973909dd3_k.jpg,
A13210,N17615,Private,Spartan Aircraft Executive 7W,SP7,Civ,Historic,Howard Hughes,Shiny,Historic,https://w.wiki/4zCg,https://live.staticflickr.com/7452/9738062370_a6cdff6ec1_h.jpg,https://live.staticflickr.com/65535/51974214806_1a8d59d91d_k.jpg,https://s3.eu-west-2.amazonaws.com/abpic-media-eu-production/pictures/full_size_0423/1638767-large.jpg,
A1372C,N178CW,Private,Aero Vodochody L-39 C,L39,Civ,Do A Barrel Roll,Jet Trainer,Private Jet Fighter,Distinctive,https://w.wiki/EQZf,https://cdn.jetphotos.com/full/5/664432_1738978506.jpg,https://cdn.jetphotos.com/full/6/606116_1738525691.jpg,https://cdn.jetphotos.com/full/6/836166_1732989443.jpg,
A137FC,N178MD,Private,Boeing Stearman B75 Kaydet,ST75,Civ,Radial Engine,Biplane,Wing Walk,Historic,https://w.wiki/BJBE,https://cdn.jetphotos.com/full/5/38832_1636717117.jpg,https://cdn.jetphotos.com/full/4/74070_1378725250.jpg,https://cdn.jetphotos.com/full/1/32948_1077062918.jpg,
A13ADC,N179CP,Civil Air Patrol,Cessna 182,C182,Civ,Air Force Auxiliary,Search and Rescue,Flying Vigilantes,CAP,https://w.wiki/8odd,https://photos.flightaware.com/photos/retriever/184dcbed2dddb3d85203da61e6fb064bf97ad0cd,https://photos.flightaware.com/photos/retriever/c86106dfd96154864e1236d4a1d67480e9bbbb2a,,
A1402E,N18V,Private,Beech Staggerwing UC-43BH,BE17,Civ,Biplane,Staggerwing,History,Historic,https://en.wikipedia.org/wiki/Beechcraft_Model_17_Staggerwing,https://live.staticflickr.com/65535/50152663962_f4f8efc261_h.jpg,https://4.bp.blogspot.com/-NMsk6PkwgaA/WPtZJself7I/AAAAAAAABDw/91QQuigmw7IUI9stha0an697_9HUan8AACLcB/s1600/Beech_D17S_AN2113237.jpg,,
A1436B,N18028,Private,Beech Staggerwing D17S,BE17,Civ,Biplane,Staggerwing,History,Historic,https://en.wikipedia.org/wiki/Beechcraft_Model_17_Staggerwing,,,,
A148AD,N182FX,Private,Fleet M-62A-3 Cornell II,FA62,Civ,Training Wheels,Primary Trainer,I Am Old,Historic,https://w.wiki/7oBP,https://cdn.jetphotos.com/full/6/63593_1589809686.jpg,https://live.staticflickr.com/7191/7015551977_780e16cb05_b.jpg,https://live.staticflickr.com/65535/49189169561_2dc7bf02d9_b.jpg,https://live.staticflickr.com/7267/7150005333_518d890bf8_b.jpg
A15077,N184KP,Private,Beech Expeditor 3NM,BE18,Civ,Lend Lease,Thanks Uncle Sam,WW2,Historic,https://w.wiki/4wor,https://cdn.jetphotos.com/full/6/89943_1641239612.jpg,https://cdn.jetphotos.com/full/6/68261_1636231281.jpg,https://cdn.jetphotos.com/full/5/98732_1633862012.jpg,
A15485,N185PA,Phoenix Air,Gulfstream 1,G159,Civ,Historic,Government Contractor,Dirty Business,Hired Gun,https://phoenixair.com/,https://cdn.jetphotos.com/full/6/95298_1603771363.jpg,https://cdn.jetphotos.com/full/6/19771_1545286634.jpg,,
A16EE5,N19146,Private,Fairchild F-24 G,FA24,Civ,Highwing,I Am Old,History,Historic,https://en.wikipedia.org/wiki/Fairchild_24,https://www.airport-data.com/images/aircraft/001/634/001634421.jpg,https://www.airport-data.com/images/aircraft/001/634/001634038.jpg,https://www.airport-data.com/images/aircraft/001/425/001425694.jpg,
A170DF,N192PA,Phoenix Air,Gulfstream 1,G159,Civ,Historic,Government Contractor,Dirty Business,Hired Gun,https://phoenixair.com/,https://cdn.jetphotos.com/full/4/45768_1340244591.jpg,https://cdn.jetphotos.com/full/2/32470_1282800816.jpg,,
A17496,N193PA,Phoenix Air,Gulfstream 1,G159,Civ,Historic,Government Contractor,Dirty Business,Hired Gun,https://phoenixair.com/,https://cdn.jetphotos.com/full/6/59114_1641315671.jpg,https://cdn.jetphotos.com/full/6/70329_1545289270.jpg,,
A179FC,N1944S,Private,Boeing Stearman B75 Kaydet,ST75,Civ,Radial Engine,Biplane,Wing Walk,Historic,https://w.wiki/BJBE,https://cdn.jetphotos.com/full/6/677578_1734373219.jpg,https://cdn.jetphotos.com/full/6/1386966_1725915463.jpg,https://cdn.jetphotos.com/full/6/1439180_1700421591.jpg,https://cdn.jetphotos.com/full/5/2068475_1697896281.jpg
A18326,N197L,American Airpower Heritage Flying Museum,Beech D18S,BE18,Civ,Twin Beech,Twin Tail,Tricycle Landing Gear,Historic,https://w.wiki/4wor,https://cdn.jetphotos.com/full/5/83053_1655219951.jpg,https://live.staticflickr.com/65535/52247169020_c4d7abfb49_z.jpg,https://cdn.jetphotos.com/full/5/58811_1601786193.jpg,https://live.staticflickr.com/65535/52246683938_4f27064f84_z.jpg
A190CE,N20MS,Pacwest P-51 LLC,North American P-51D Mustang,P51,Civ,War Bird,Shiny,Daddys Girl,Historic,https://w.wiki/3nth,https://live.staticflickr.com/4619/38714935890_8abf659f46_k.jpg,https://www.airport-data.com/images/aircraft/001/615/001615481.jpg,https://cdn.jetphotos.com/full/4/86136_1338635334.jpg,
A19159,N20TF,Comanche Warbirds,North American TP-51A Mustang,P51,Civ,Two Seater,Fighter,Flight Training,Historic,https://w.wiki/3nth,https://live.staticflickr.com/3855/18521202143_eb79324687_b.jpg,https://live.staticflickr.com/346/18519362184_618276a20a_b.jpg,https://live.staticflickr.com/374/19187193241_27af1c14e2_b.jpg,
A19B53,N202VG,Virgin Galactic,Spaceship Two,SS2,Civ,Rocket Ship,Up Up And Away,Nope Mobile,Distinctive,https://en.wikipedia.org/wiki/SpaceShipTwo,https://cdn.mos.cms.futurecdn.net/qmErXfHKTD8atnHNNqmotV.jpg,https://cdn.mos.cms.futurecdn.net/7zg4M86mCoCxMc7YtWdTGQ.jpg,https://cdn.cnn.com/cnnnext/dam/assets/160219170700-02-spaceshiptwo-virgin-super-tease.jpg,
A1A42C,N2047,Commemorative Air Force,Canadian Car & Foundry Harvard IV,T6,Civ,Training Wheels,Advanced Trainer,I Am Old,Historic,https://w.wiki/4nze,https://cdn.jetphotos.com/full/6/86788_1601789105.jpg,https://cdn.jetphotos.com/full/5/16168_1556092131.jpg,https://media.abpic.co.uk/pictures/full_size_0389/1584058-large.jpg,https://live.staticflickr.com/947/42235637302_37b997781d_b.jpg
A1AC81,N207F,Planes of Fame Air Museum,Grumman F7F-3N Tigercat,TCAT,Civ,War Bird,Shiny,King of the Cats,Historic,https://w.wiki/FjP6,https://t.plnspttrs.net/04311/129717_60f21ed49e_280.jpg,https://www.airhistory.net/photos/0727290.jpg,,
A1B0D5,N208MG,ISR Platforms,Cessna 208 Caravan,C208,Civ,ISR,SAR,Training,Hired Gun,https://w.wiki/BCFo,https://cdn.jetphotos.com/full/6/823015_1689185065.jpg,https://cdn.jetphotos.com/full/6/60744_1633931670.jpg,https://cdn.jetphotos.com/full/5/11893_1617178293.jpg,
A1B65D,N2094G,Navy Fighters,Grumman F6F Hellcat,HCAT,Civ,War Bird,Tough As Old Boots,Fly Navy,Historic,https://w.wiki/CiD6,,,,
A1B748,N21BF,Private,Douglas DC-3 BT-67,DC3T,Civ,Turboprop,Rejuvenated,Indestructible,Historic,https://w.wiki/Cxho,https://cdn.jetphotos.com/full/2/14609_1251144204.jpg,,,
A1B7B7,N21FS,Private,Beech Expeditor 3NM,BE18,Civ,Lend Lease,Thanks Uncle Sam,WW2,Historic,https://w.wiki/4wor,https://cdn.jetphotos.com/full/5/55030_1641239547.jpg,https://cdn.jetphotos.com/full/6/77366_1636231236.jpg,https://cdn.jetphotos.com/full/6/30886_1633861981.jpg,
A1BD38,N211,Experimental Aircraft Association,Spirit of St. Louis,ZZZZ,Civ,I am Old,Reproduction,Scratch-built,Historic,https://w.wiki/F74Z,https://cdn.jetphotos.com/full/5/2038447_1694320691.jpg,https://cdn.jetphotos.com/full/6/63931_1468116305.jpg,https://cdn.jetphotos.com/full/5/57755_1467061351.jpg,https://cdn.jetphotos.com/full/5/1942323_1730301682.jpg
A1C4F7,N213DE,Private,Beech C-45H Expeditor,BE18,Civ,Lend Lease,Thanks Uncle Sam,WW2,Historic,https://w.wiki/4wor,https://cdn.jetphotos.com/full/3/53852_1341005826.jpg,https://cdn.jetphotos.com/full/6/26329_1623024787.jpg,https://cdn.jetphotos.com/full/2/89348_1173638414.jpg,https://cdn.jetphotos.com/full/1/79827_1253756654.jpg
A1C8A0,N214CR,Private,Beech Expeditor 3NM,BE18,Civ,Lend Lease,Thanks Uncle Sam,WW2,Historic,https://w.wiki/4wor,https://cdn.jetphotos.com/full/6/1211926_1724811412.jpg,https://cdn.jetphotos.com/full/5/1626055_1698150863.jpg,https://cdn.jetphotos.com/full/5/2023630_1687786807.jpg,https://cdn.jetphotos.com/full/5/97731_1442810549.jpg
A1D023,N216DM,Private,Fouga Magister CM170,FOUG,Civ,Jet Trainer,V Tail,Loved By Its Mother,Historic,https://w.wiki/4$6g,https://live.staticflickr.com/7896/33312756298_e5c8f0d4b3_h.jpg,https://live.staticflickr.com/7399/28006025415_bb8ac69d87_k.jpg,https://cdn.jetphotos.com/full/5/75809_1537778918.jpg,
A1D419,N217G,Private,Republic RC-3 Seabee,RC3,Civ,Amphibian,Shiny,Joe Cool,Historic,https://w.wiki/4o3Z,https://cdn.jetphotos.com/full/6/88565_1499223917.jpg,https://cdn.jetphotos.com/full/5/53740_1418753110.jpg,https://cdn.jetphotos.com/full/5/21566_1416739525.jpg,
A1D51B,NX217SH,Fighterjets,Mikoyan-Gurevich MiG-17F,MG17,Civ,Mig,1611,Vashe Zdorovye,Historic,https://en.wikipedia.org/wiki/Mikoyan-Gurevich_MiG-17,https://cdn.jetphotos.com/full/5/727246_1754778410.jpg,https://cdn.jetphotos.com/full/6/641001_1754580238.jpg,https://cdn.jetphotos.com/full/5/1450681_1756618182.jpg,
A1EC64,N223CM,Private,Beech Expeditor 3NM,BE18,Civ,Lend Lease,Thanks Uncle Sam,WW2,Historic,https://w.wiki/4wor,https://cdn.jetphotos.com/full/5/56262_1633862037.jpg,https://cdn.jetphotos.com/full/6/55639_1633717229.jpg,https://cdn.jetphotos.com/full/5/82786_1630841253.jpg,
A202A3,N229CA,Civil Air Patrol,Cessna 182,C182,Civ,Air Force Auxiliary,Search and Rescue,Flying Vigilantes,CAP,https://w.wiki/8odd,,,,
A25188,N249BA,Boeing,Boeing 747 Dreamlifter,BLCF,Civ,Absolute Unit,How Does It Fly,Heavy Lift,Distinctive,https://en.wikipedia.org/wiki/Boeing_Dreamlifter,https://live.staticflickr.com/4886/43994292960_2d7e369cc4_h.jpg,https://live.staticflickr.com/2826/33007647084_9dde718fac_k.jpg,https://cdn.jetphotos.com/full/6/43698_1629612294.jpg,
A2575B,N25YR,CAF/Yellow Rose Wing,North American TB-25N Mitchell,B25,Civ,Bomber,WW2,Yellow Rose,Historic,https://w.wiki/7o3m,https://cdn.jetphotos.com/full/5/62134_1545578642.jpg,https://cdn.jetphotos.com/full/6/551988_1680483305.jpg,https://cdn.jetphotos.com/full/6/65159_1554342724.jpg,https://cdn.jetphotos.com/full/6/62889_1644011645.jpg
A25952,N250UT,Beta Air,Beta Air Alia-250,ZZZZ,Civ,VTOL,Prototype,From The Future,Distinctive,https://www.beta.team/aircraft/,https://cdn.jetphotos.com/full/5/1184491_1676440029.jpg,https://photos.flightaware.com/photos/retriever/114902d1a49da8eb4431ea50ac0ba7f085fa1d0f,https://photos.flightaware.com/photos/retriever/51b08912f8b736ea3d4f762b0af08f98bc5eaa62,https://aviationweek.com/sites/default/files/2023-08/beta_alia_cx300_ctol_beta_technologies.png
A25B78,N251CS,Private,North American P-51D Mustang,P51,Civ,War Bird,Shiny,Charlotte's Chariot II,Historic,https://w.wiki/3nth,https://cdn.jetphotos.com/full/5/1116067_1757643003.jpg,https://cdn.jetphotos.com/full/6/2627578_1739560693.jpg,https://cdn.jetphotos.com/full/6/1196360_1713646967.jpg,
